end station id,end station latitude,end station longitude,end station name,count
3887,40.71246,-73.91873000000001,Flushing Ave & Woodward Ave,379
3888,40.70793,-73.91091999999999,Woodward Ave & Harman St,297
3890,40.69047,-73.923511,Grove St & Broadway,1020
3891,40.698,-73.9127,Irving Ave & Palmetto St,538
3892,40.75473,-73.93366999999999,38 Ave & 29 St,866
3893,40.68319988172761,-73.91166642308234,Rockaway Ave & Bainbridge St,832
3894,40.740983,-74.00170200000001,8 Ave & W 16 St,881
3895,40.70157340873792,-73.90876293182373,Cypress Ave & Palmetto St,188
3896,40.70183,-73.90625,Madison St & Seneca Ave,280
3897,40.70863,-73.91497,Onderdonk Ave & Dekalb Ave,227
3898,40.763954,-73.9646,E 63 St & 3 Ave,1468
3899,40.72084,-73.94844,Manhattan Av & Leonard St,766
3900,40.72226,-73.93889,Morgan Ave & Lombardy St,675
3901,40.70998,-73.91116,Stanhope St & Fairview Ave,228
3902,40.70694,-73.90632,Fairview Ave & Linden St,279
3903,40.689890000000005,-73.91458,Jefferson Ave & Evergreen Ave,463
3905,40.732647,-73.99011,4 Ave & E 12 St,4617
3906,40.711444,-74.014847,West St & Liberty St,8912
3907,40.70112,-73.93039,Central Ave & Melrose St,486
3909,40.70408,-73.90408000000001,Madison St & Woodward Ave,397
3910,40.709697,-73.90785600000001,Greene Ave & Grandview Ave,276
3911,40.683426000000004,-73.984275,Wyckoff St & Nevins St,970
3913,40.699569,-73.979827,Sands St Gate,1307
3914,40.783786,-73.981687,West End Ave & W 78 St,1654
3916,40.708484999999996,-74.002751,Pearl St & Peck Slip,2702
3917,40.69178,-73.97877,Willoughby St & Ashland Pl,672
3918,40.72387,-73.975767,Avenue D & E 8 St,1935
3919,40.704370000000004,-74.00636999999999,Wall St & South St,3165
3920,40.810224,-73.93719499999999,E 132 St & Madison Ave,836
3921,40.805701,-73.925177,Willis Ave & Bruckner Blvd,392
3922,40.807466,-73.92710699999999,Alexander Ave & E 134 St,341
3923,40.808484,-73.928803,Lincoln Ave & E 134 St,282
3924,40.810893,-73.927311,Lincoln Ave & E 138 St,493
3925,40.812304,-73.929153,E 138 St & Canal St W,226
3926,40.810140000000004,-73.93973000000001,5 Ave & W 131 St,849
3927,40.81296,-73.941878,Lenox Ave & W 133 St,801
3928,40.813539,-73.94521,Adam Clayton Powell Blvd & W 132 St,1069
3929,40.81093,-73.92160600000001,Willis Ave & E 141 St,436
3930,40.812734999999996,-73.923697,E 142 St & 3 Ave,280
3931,40.814469,-73.924963,Morris Ave & E 142 St,307
3932,40.816576,-73.927987,Grand Concourse & E 144 St,292
3933,40.817755,-73.92965,Gerard Ave & E 146 St,242
3934,40.816234,-73.948222,St Nicholas Ave & E 134 St,1272
3935,40.816355,-73.954295,Amsterdam Ave & W 131 St,399
3936,40.820003,-73.959089,W 133 St & 12 Ave,1048
3937,40.805089,-73.91888900000001,E 135 St & St Ann's Ave,197
3938,40.802620000000005,-73.9174,E 133 St & Cypress Pl,21
3939,40.800933,-73.913863,Willow Ave & E 133 St,303
3940,40.800425,-73.911034,E 134 St & Walnut Ave,77
3941,40.801657,-73.909513,Walnut Ave & E 136 St,102
3942,40.8190344,-73.95615600000001,Broadway & W 133 St,623
3944,40.818215,-73.950988,Convent Ave & W 135 St,335
3945,40.819746,-73.951819,Amsterdam Ave & W 136 St,444
3946,40.818477,-73.947568,St Nicholas Ave & W 137 St,987
3947,40.804168,-73.91154499999999,E 138 St & Willow Ave,80
3948,40.805559,-73.91471800000001,E 138 St & Cypress Ave,169
3949,40.807408,-73.91924,Brook Ave & E 138 St,361
3950,40.809619,-73.917875,Brook Ave & E 141 St,115
3951,40.808633,-73.916124,E 141 St & St Ann's Ave,260
3952,40.806896,-73.911837,E 141 St & Jackson Ave,152
3953,40.82281,-73.937413,W 147 St & Adam Clayton Powell Blvd,655
3955,40.808890999999996,-73.91081,St Mary's St & Jackson Ave,266
3956,40.811112,-73.914932,St. Ann's Ave & E 144 St,146
3957,40.811675,-73.917037,E 144 St & Brook Ave,165
3958,40.812298999999996,-73.92036999999999,Willis Ave & E 143 St,251
3959,40.823498,-73.94386,Edgecombe Ave & W 145 St,1076
3960,40.822756,-73.951346,Hamilton Pl & W 140 St,483
3961,40.820036,-73.92141099999999,Morris Ave & E 153 St,221
3963,40.816827,-73.917338,Melrose Ave & E 150 St,645
3964,40.814383,-73.915368,Brook Ave & E 148 St,223
3965,40.814046000000005,-73.91186,E 149 St & Eagle Ave,155
3966,40.811314,-73.907729,Wales Ave & E 147 St,207
3967,40.826969,-73.949738,W 146 St & Broadway,800
3968,40.814232000000004,-73.903927,Prospect Ave & E 151 St,312
3969,40.815887,-73.911918,St Ann's Ave & Westchester Ave,156
3970,40.819609,-73.916071,Melrose Ave & E 154 St,173
3972,40.822215,-73.914688,E 158 St & Melrose Ave,176
3973,40.827212,-73.942722,St Nicholas Ave & W 150 St,558
3975,40.820713,-73.911759,Brook Ave & E 157 St,234
3976,40.819823,-73.91241099999999,E 156 & Brook Ave,309
3977,40.81899,-73.90202,Prospect Ave & Longwood Ave,182
3978,40.82188,-73.907521,Cauldwell Ave & E 161 St,182
3980,40.829522999999995,-73.94427900000001,Amsterdam Ave & W 152 St,381
3981,40.830476000000004,-73.939929,Harlem River Dr & W 155 St,216
3982,40.817166,-73.914737,Bergen Ave & E 152 St,138
3983,40.817802,-73.905203,Westchester Ave & E 156 St,128
3984,40.824013,-73.95474300000001,W 140 St & Riverside Dr,289
3985,40.820302000000005,-73.903944,E 160 St & Tinton Ave,100
3986,40.81734,-73.922962,E 149 St & Morris Ave,533
3987,40.813134999999996,-73.909235,E 149 St & Jackson Ave,286
3988,40.805631,-73.934077,E 128 St & 3 Ave,137
3989,40.808384000000004,-73.923604,Willis Ave & E 137 St,470
3992,40.8428422,-73.9421253,W 169 St & Fort Washington Ave,1290
3994,40.802554,-73.933509,2 Ave & E 125 St,1080
3995,40.812191,-73.937838,5 Ave & E 135 St,645
3996,40.806414000000004,-73.93608499999999,Lexington Ave & E 128 St,391
3997,40.815484000000005,-73.935856,5 Av & W 139 St,1078
3998,40.813619,-73.939336,W 135 St & Lenox Terrace Pl,929
3999,40.81695971032464,-73.9422959089279,Adam Clayton Powell Blvd & W 138 St,1542
4000,40.819783,-73.936521,Lenox Ave & W 144 St,807
4001,40.821111,-73.935971,Lenox Ave & W 146 St,318
4002,40.820877,-73.939249,W 144 St & Adam Clayton Powell Blvd,776
4004,40.820681,-73.945144,Edgecombe Ave & W 141 St,1723
4005,40.821294,-73.947868,St. Nicholas Terrace & Convent Ave,248
4006,40.814673,-73.91839,E 147 St & Bergen Ave,234
4007,40.823168,-73.955857,Riverside Dr & W 138 St,892
4009,40.827304999999996,-73.951989,Riverside Dr & W 145 St,569
4010,40.825244,-73.947257,W 145 St & Amsterdam Ave,518
4011,40.816124,-73.908116,Westchester Ave & Jackson Ave,343
4012,40.827075,-73.945909,W 148 St & Amsterdam Ave,504
4013,40.828309999999995,-73.942924,Convent Ave & W 151 St,177
4014,40.829114000000004,-73.95042600000001,Riverside Dr & W 148 St,950
4015,40.829229999999995,-73.936996,W 155 St & Frederick Douglass Blvd,420
4016,40.812346000000005,-73.946168,Adam Clayton Powell Blvd & W 130 St,613
4017,40.81449,-73.936153,E 138 St & 5 Av,698
4018,40.817555,-73.957163,Broadway & W 131 St,514
4019,40.803399,-73.919763,St. Ann's Av & Bruckner Blvd,168
4020,40.825125,-73.941616,Bradhurst Ave & W 148 St,1006
4021,40.813224,-73.930605,E 138 St & Grand Concourse,124
4023,40.819241,-73.941057,Adam Clayton Powell Blvd & W 141 St,913
4024,40.826406,-73.93794799999999,Macombs Pl & W 152 St,401
4025,40.826881,-73.941427,Edgecombe Ave & W 150 St,204
4027,40.830663,-73.941323,St. Nicholas Ave & W 155 St,443
4028,40.830702,-73.936371,Frederick Douglass Blvd & Harlem River Dr,221
4029,40.816402000000004,-73.919549,Courtlandt Ave & E 149 St,321
4030,40.822267,-73.916792,Courtlandt Ave & E 157 St,196
4031,40.81989,-73.908351,Cauldwell Ave & E 158 St,86
4032,40.820570000000004,-73.917579,E 155 St & Courtlandt Ave,118
4034,40.821728,-73.952761,Hamilton Pl & W 138 St,366
4035,40.831327,-73.946665,Broadway & W 153 St,395
4036,40.7639089,-73.9477213,Motorgate,1939
4037,40.757284000000006,-73.9536,Roosevelt Island Tramway,1977
4038,40.75370225419114,-73.95865201950072,Southpoint Park,766
4040,40.742684734875695,-73.98671329021455,Madison Ave & E 26 St,3321
4041,40.825289,-73.93623199999999,Adam Clayton Powell Blvd & W 151 St,338
4043,40.782535857724106,-73.97908508777618,W 78 St & Amsterdam Ave,4039
4044,40.75461,-73.99176999999999,8 Ave & W 38 St,6467
4045,40.77237,-73.99005,West End Ave & W 60 St,5017
4047,40.832081,-73.942386,Amsterdam Ave & W 156 St,254
4048,40.832314000000004,-73.94102,St. Nicholas Ave & W 157 St,280
4050,40.833303,-73.939326,W 159 St & Edgecombe Ave,120
4051,40.834468,-73.939865,W 160 St & St. Nicholas Ave,391
4052,40.83618,-73.939789,Amsterdam Ave & W 162 St,275
4053,40.835798,-73.937496,W 163 St & Edgecombe Ave,80
4054,40.839278,-73.94544599999999,W 163 St & Riverside Dr,238
4055,40.84004,-73.942939,W 165 St & Fort Washington Ave,606
4056,40.839137,-73.941409,Broadway & W 165 St,506
4057,40.839443,-73.937044,Amsterdam Ave & W 167 St,383
4058,40.75863,-73.97513000000001,Madison Av & E 51 St,2099
4059,40.842940999999996,-73.938631,W 171 St & St. Nicholas Ave,423
4060,40.842172999999995,-73.93511099999999,Amsterdam Ave & W 172 St,262
4061,40.84522,-73.940493,Fort Washington Ave & W 173 St,567
4062,40.844044,-73.933651,Amsterdam Ave & W 175 St,245
4063,40.846052,-73.937648,Wadsworth Ave & W 175 St,294
4064,40.807347437082,-73.90809774398805,Southern Blvd & E 142 St,45
4065,40.848467,-73.936064,Wadsworth Ave & W 179 St,519
4066,40.847305,-73.933291,Audobon Ave & W 179 St,189
4067,40.847396,-73.931205,Amsterdam Ave & W 180 St,195
4068,40.852252,-73.937854,Fort Washington Ave & W 183 St,1063
4069,40.848282,-73.941343,Cabrini Blvd & W 177 St,330
4070,40.849971999999994,-73.938423,W 180 St & Ft Washington Ave,635
4071,40.835775,-73.9434,Broadway & W 160 St,843
4072,40.757936462436746,-73.97960275411606,W 48 St & Rockefeller Plaza,1952
4073,40.75969995906254,-73.9780819416046,W 51 St & Rockefeller Plaza,2055
4074,40.838190999999995,-73.93608499999999,Edgecombe Ave & W 167 St,166
4075,40.78476,-73.969862,Central Park West & W 85 St,4766
4076,40.820089,-73.928947,E 150 St & Gerard Ave,505
4078,40.823732,-73.919379,Concourse Village East & E 158 St,296
4079,40.828846999999996,-73.91769000000001,Grant Ave & E 164 St,495
4080,40.831444,-73.926226,Jerome Ave & E 164 St,151
4081,40.83173,-73.922394,Gerard Ave & E 165 St,168
4082,40.833909000000006,-73.92112,Gerard Ave & McClellan St,151
4083,40.836490000000005,-73.918316,Walton Ave & E 168 St,272
4084,40.835334,-73.9154,Sheridan Ave & E 168 St,271
4085,40.839549,-73.913004,Grand Concourse & E 171 St,359
4086,40.840536,-73.919228,Inwood Ave & W 170 St,143
4087,40.84207,-73.926075,W 170 St & University Ave,277
4088,40.843965000000004,-73.920999,Nelson Ave & W 172 St,408
4090,40.823429,-73.924689,Grand Concourse & E 156 St,174
4091,40.829797,-73.931015,Jerome Ave & Ogden Ave,32
4092,40.830179,-73.928747,Jerome Ave & Anderson Ave,164
4093,40.827115,-73.92272,Grand Concourse & E 161 St,557
4094,40.825716,-73.915585,Park Ave & E 162 St,359
4095,40.83263,-73.925101,E 165 St & Jerome Ave,69
4096,40.834263,-73.917641,Grand Concourse & E 167 St,470
4098,40.839312,-73.922423,Shakespeare Ave & W 169 St,203
4099,40.834015,-73.908863,E 169 St & Webster Ave,289
4101,40.826677000000004,-73.929327,E 153 St & E 157 St,165
4102,40.829608,-73.921461,Grand Concourse & E 164 St,357
4103,40.834457,-73.928381,Ogden Ave & W 165 St,330
4104,40.818212,-73.955277,Old Broadway & W 133 St,104
4105,40.823161999999996,-73.92326700000001,Concourse Village West & E 156 St,194
4106,40.832812,-73.929372,Ogden Ave & W 164 St,243
4107,40.837213,-73.908345,E 170 St & Clay Ave,40
4108,40.843264000000005,-73.90486700000001,Clay Ave & E 173 St,233
4109,40.84925,-73.93021999999999,Amsterdam Ave & W 183 St,494
4110,40.72506551015475,-73.97515833377837,Avenue D & E 10 St,2502
4112,40.78294,-73.93077,Wards Meadow Comfort Station,880
4113,40.793459999999996,-73.92389,Icahn Stadium,372
4114,40.79558,-73.91906,Sunken Meadow Comfort Station,361
4115,40.80046,-73.92404,Bronx Shore Comfort Station,260
4116,40.830262,-73.92339100000001,Gerard Ave & E 164 St,159
4117,40.66407983678161,-73.96025128666679,Sullivan Pl & Franklin Ave,1998
4120,40.74949854602521,-73.97729203113158,E 39 St & Lexington Ave,5960
4121,40.74714,-73.97113,1 Ave & E 39 St,6426
4122,40.79249519495111,-73.9641706646307,Central Park W & W 97 St,4733
4123,40.79603684159984,-73.96158903853575,Central Park W & W 103 St,2357
4124,40.78866499127884,-73.96680057048799,Central Park W & W 91 St,3758
4125,40.827883,-73.927111,E 161 St & River Ave,1135
4126,40.825737,-73.927311,E 157 St & River Ave,390
4127,40.839141999999995,-73.925961,Ogden Ave & Merriam Ave,154
4128,40.837576,-73.910489,College Ave & E 170 St,207
4129,40.832057,-73.927421,Anderson Ave & W 164 St,112
4130,40.831584,-73.9149,Morris Ave & McClellan St,299
4131,40.844075,-73.91725600000001,Goble Pl & Macombs Rd,364
4132,40.812769,-73.901583,Southern Blvd & Avenue St. John,225
4133,40.815077,-73.899939,Beck St & Leggett Ave,127
4134,40.816342999999996,-73.896447,Longwood Ave & Southern Blvd,250
4135,40.819701,-73.90131099999999,Westchester Ave & Longwood Ave,333
4136,40.824,-73.91089000000001,Washington Ave & E 163 St,86
4137,40.823871999999994,-73.908699,3 Ave & E 163 St,202
4138,40.82696,-73.907451,3 Ave & Franklin Ave,259
4139,40.824796,-73.90241999999999,Tinton Ave & E 165 St,238
4140,40.822545,-73.901824,E 163 St & Union Ave,189
4141,40.818185,-73.894143,Southern Blvd & Tiffany St,176
4142,40.816126000000004,-73.891559,Barry St & Tiffany St,20
4143,40.813990999999994,-73.8855,Hunts Point Ave & Bryant Ave,49
4144,40.816567,-73.888161,Lafayette Ave & Hunts Point Ave,5
4146,40.818743,-73.890247,Garrison Ave & Manida St,1
4147,40.821075,-73.89506899999999,E 163 St & Tiffany St,150
4148,40.821967,-73.896752,Intervale Ave & Westchester Ave,183
4149,40.82895,-73.90521,E 167 St & Franklin Ave,128
4150,40.836103,-73.907199,E 170 St & Webster Ave,301
4151,40.832678,-73.905158,3 Ave & E 169 St,410
4152,40.830471,-73.904556,Fulton Ave & E 168 St,108
4153,40.82394,-73.894025,E 165 St & Fox St,16
4154,40.820578000000005,-73.888271,Faile St & Garrison Ave,178
4155,40.827184,-73.893721,E 169 St & Fox St,182
4156,40.83545,-73.90153000000001,Fulton Ave & St. Paul's Pl,179
4157,40.833246,-73.896599,Boston Rd & Prospect Ave,74
4158,40.830529,-73.894717,Freeman St & Reverend James A Polite Ave,218
4159,40.839586,-73.900277,3 Ave & E 172 St,356
4160,40.843078999999996,-73.900216,Washington Ave & E 174 St,38
4161,40.842240000000004,-73.8985,3 Ave & E 174 St,330
4162,40.834123999999996,-73.88955,Southern Blvd & E 172 St,384
4163,40.832648999999996,-73.885272,Boone Ave & E 172 St,32
4164,40.836273999999996,-73.88430799999999,E 174 St & Longfellow Ave,7
4165,40.82809,-73.91288,E 165 St & Clay Ave,83
4166,40.82441,-73.92818,River Ave & E 153 St,579
4167,40.84301,-73.91171999999999,Grand Concourse & East Mount Eden Ave,719
4168,40.842675,-73.90854399999999,Mount Eden Pkwy & Eastburn Ave,17
4169,40.83899,-73.9109,Morris Ave & E 171 St,41
4170,40.828975,-73.911259,Webster Ave & E 166 St,49
4171,40.828199,-73.903719,Boston Rd & E 167 St,106
4172,40.829896000000005,-73.907618,Washington Ave & E 167 St,165
4173,40.825322,-73.88772900000001,Longfellow Ave & E 165 St,14
4174,40.834857,-73.903743,3 Ave & E 170 St,180
4175,40.838378999999996,-73.905838,E 171 St & Webster Ave,152
4177,40.831762,-73.89685300000001,Prospect Ave & Jennings St,97
4179,40.830051,-73.892103,Freeman St & Southern Blvd,32
4180,40.830025,-73.886312,West Farms Rd & Boone Ave,81
4182,40.831998,-73.892686,Louis Nine Blvd & Intervale Ave,151
4185,40.839335,-73.886445,Southern Blvd & E 175 St,9
4186,40.818154,-73.925294,E 149 St & Park Ave,181
4188,40.83299,-73.94592,Broadway & W 155 St,540
4189,40.83579,-73.913741,Grant Ave & E 169 St,87
4190,40.840683,-73.91507299999999,Walton Ave & E 171 St,283
4191,40.827301,-73.896372,Intervale Ave & Kelly St,81
4192,40.826303,-73.898751,Prospect Ave & E 167 St,34
4193,40.85168,-73.94185999999999,W 181 St & Riverside Dr,1263
4194,40.840484000000004,-73.917946,Plaza Dr & W 170 St,309
4195,40.830940000000005,-73.91125,E 167 St & Clay Ave,279
4198,40.824811,-73.91640699999999,E 161 St & Park Ave,92
4199,40.83406,-73.92243,River Ave & McClellan St,275
4201,40.83999,-73.90549,Clay Ave & Claremont Pkwy,203
4202,40.819998999999996,-73.897263,Dawson St & Intervale Ave,81
4204,40.826706,-73.888719,E 167 St & Bryant Ave,6
4205,40.841091999999996,-73.892317,Crotona Park North & Prospect Ave,21
4206,40.811892,-73.90419200000001,Southern Blvd & E 149 St,38
4207,40.83130549267296,-73.91744792461395,Sherman Ave & E 166 St,185
4209,40.838706,-73.92703399999999,University Ave & W 168 St,24
4210,40.831959999999995,-73.91956,Grand Concourse & E 166 St,175
4211,40.82995,-73.898802,Union Ave & E 169 St,4
4212,40.83171,-73.90208,Franklin Ave & E 169 St,86
4213,40.835302,-73.895133,Wilkins Ave & Crotona Park E,71
4220,40.823060999999996,-73.941928,Frederick Douglass Blvd & W 145 St,37
4222,40.822216999999995,-73.928939,River Ave & E 151 St,217
4225,40.696232971293156,-73.99142056703569,Clinton St & Tillary St,685
4227,40.837037,-73.890413,Crotona Park East & E 173 St,22
4228,40.839194,-73.888587,Waterloo Pl & Crotona Park East,83
4229,40.840494,-73.911479,Sheridan Ave & E 172 St,4
4230,40.8358771,-73.89314279999999,Charlotte St & Boston Rd,1
